web-scraper-order,web-scraper-start-url,select,select-href,job_name,company's_name,location,JobDescReq,webpage
"1707038033-127","https://www.jobstreet.co.id/id/Data-Analyst-jobs","System Integrator Specialist","https://www.jobstreet.co.id/id/job/73025897?type=standout&ref=search-standalone#sol=a2a6cfa7e07f3ade95a6f313dc65fde709099ae2","PT Matahari Putra Prima Tbk (Hypermart, Foodmart, BOSTON, Hyfresh)","PT Matahari Putra Prima Tbk (Hypermart, Foodmart, BOSTON, Hyfresh)","Tangerang, Banten","Usia maksimal 30 tahunPendidikan minimal S1 Sistem InformatikaMemiliki pengalaman minimal 2 tahun di bidang yang samaMemiliki kemampuan analisa sistem dan program berbasis ITMemiliki kemampuan merancang / membuat design sistem baru maupun pembaharuan desain sistem versi terbaruMenguasai microsoft Office, microsoft Visio, Oracle SQLMampu menyediakan informasi, laporan dan analisa dan analisa data yang dibutuhkan managementBersedia bekerja di hari libur / shiftingPenempatan di Karawaci Tangerang",""
"1707038036-128","https://www.jobstreet.co.id/id/Data-Analyst-jobs","SAP HCM Consultant","https://www.jobstreet.co.id/id/job/73091001?type=standard&ref=search-standalone#sol=df0be66d194b4e80955a1356a37e4303cc9c5326","PT Mitra Solusi Telematika","PT Mitra Solusi Telematika","Cilandak, Jakarta Raya","Job Description :Collaborate closely with other team members to provide the full set of functional services and technical services required to implement and support customer's (external and internal) Hire to Retire systems.Proactively scan for and resolve any system-related issues that could impact end-user experience, data integrity, or overall end-to-end system functionality.Serve a consultative role to design work flow processes and system configuration to leverage the value of the technology.Collaborate across other application areas and/or other employee-facing products that integrate with the SAP HCM suite.Support live systems by troubleshooting and resolving issues, by working with end users and collaborating with fellow team members.Deliver business systems solutions by executing projects from end-to-end, ranging from requirements gathering, gap analysis, solution design, process documentation, system configuration, test planning and execution, training documentation and delivery, deployment, to support.Analyze business processes, and prepare detailed functional specifications for required development activities, including reports, interfaces, conversions, enhancements, and forms. Coordinate extensively with business users, functional and cross-functional team members, developers, integration resources, third party vendors, and governance team members. Requirement:Candidate must possess at least Minimum Bachelor’s degree in Human Resource Management, Computer Science / Information TechnologyMinimum 3 years of working experience in the related field is required for this positionRequired Skill(s): SAP HCM, HR Business ProcessSelf-managed key deliverables and deadlines.Strong functional knowledge of SAP HCM modules.Good communication skills - both verbal and written.Strong analytical thinking to analyze and convey business requirements into functional specifications and technical design documents.Experience with one or more full Life-Cycle Implementations of SAP HCM.Experience with SuccessFactors will be a plus.",""
"1707038038-129","https://www.jobstreet.co.id/id/Data-Analyst-jobs","FINANCIAL PLANNING ANALYST SUPERVISOR","https://www.jobstreet.co.id/id/job/72812472?type=standout&ref=search-standalone#sol=012e0706319c9ab4ef92267f4324d56fc26293e0","PT Pesta Pora Abadi","PT Pesta Pora Abadi","Malang, Jawa Timur","Deskripsi Pekerjaan :Memastikan efektivitas & akurasi dataMenyediakan berbagai jenis dataMerancang analisis dataMemberi masukan proyeksi ke depanMengembangkan machine learning/ model statistik Kualifikasi tambahan :Pendidikan S1 Akuntansi/ Manajemen/ StatistikaUsia maksimal 35 tahunMahir Ms. Excel, SPSS, SAS, Tableu/ Power BI,dsbMahir mengolah dataBerorientasi pada kecepatan & akurasi dataJujur, disiplin, & bertanggung jawabMampu bekerja di bawah tekananPenempatan di Kota Malang, Jawa Timur",""
"1707038040-130","https://www.jobstreet.co.id/id/Data-Analyst-jobs","SEO Specialist","https://www.jobstreet.co.id/id/job/72929079?type=standout&ref=search-standalone#sol=307c7bafcf8ec647f51319c051af5dd05dcebad3","PT PROSPECT MOTOR","PT PROSPECT MOTOR","Cikarang Selatan, Jawa Barat","Analyzing movements and managing Digital platforms.
Create ads according to predetermined plans and KPIs.
Create progress reports on the Honda Outside Java Digital platform & all Dealers.
Create instructions for implementing social media & websites for dealers. Qualification :Understand web development using HTML, CSS, and JavaScript. Master ranking factors and search engine algorithms. Have knowledge of mobile strategies related to SEO marketing. Able to use SEO software well.",""
"1707038043-131","https://www.jobstreet.co.id/id/Data-Analyst-jobs","ERP System Analyst","https://www.jobstreet.co.id/id/job/72933448?type=standard&ref=search-standalone#sol=26608c1055e5ec5f638adb849560bf030ac89920","ROXY GROUP","ROXY GROUP","Jakarta Pusat, Jakarta Raya","Job Description:As an ERP System Analyst at our organization, you will play a crucial role in ensuring the effective implementation, maintenance, and enhancement of our Enterprise Resource Planning (ERP) systems. You will collaborate with cross-functional teams to analyze business processes, identify areas for improvement, and provide technical solutions to optimize our ERP systems. As a pivotal member of our team, the ERP System Analyst will be integral in fortifying the efficiency of our Enterprise Resource Planning (ERP) systems, specifically tailored for the pharmaceutical domain encompassing both wholesale and retail pharmacy operations. Your role will involve in-depth analysis, strategic enhancements, and seamless integration of ERP solutions to meet the unique requirements of our pharmacy-centric business. Responsibilities include:System Analysis:Conduct a comprehensive analysis of current ERP systems to identify opportunities for streamlining pharmacy operations.Collaborate closely with pharmacy stakeholders to define and document system requirements tailored to the wholesale and retail pharmacy environments.Implementation and Integration:Lead the implementation of ERP system upgrades, ensuring alignment with pharmaceutical industry regulations.Integrate ERP solutions with pharmacy-specific systems, emphasizing the secure and compliant flow of sensitive pharmaceutical data.Customization and Configuration:Customize ERP systems to cater to the distinct needs of pharmacy workflows.Configure ERP modules to optimize inventory management, prescription processing, and regulatory compliance.Troubleshooting and Support:Provide specialized technical support for pharmacy-specific ERP functionalities.Investigate and troubleshoot system errors with a focus on minimizing disruptions to pharmacy operations.Collaboration:Collaborate extensively with pharmacy and IT teams to ensure the seamless integration of ERP solutions with pharmaceutical business goals.Establish effective communication channels with pharmaceutical vendors and partners for system integrations.Documentation:Maintain detailed documentation of pharmacy-specific ERP configurations and customizations.Develop and update user manuals and training materials tailored for pharmacy staff.Training and Development:Conduct specialized training sessions for pharmacy staff on ERP system functionalities, emphasizing pharmacy best practices.Stay abreast of pharmaceutical industry trends and integrate relevant technologies into ERP systems. Qualification :Education:Bachelor's degree in Information Technology, Computer Science, or a related field.Experience:Minimum of 5 years of experience in ERP system analysis, implementation, and support, preferably within the pharmaceutical sector.Proven experience working with ERP solutions tailored for pharmaceuticals, such as SAP, Oracle, Microsoft Dynamics or others.Technical Skills:Proficient in customizing and configuring ERP systems for pharmacy workflows.Solid understanding of ERP modules related to pharmaceutical supply chain, purchasing, inventory management, finance, back office and POS.Knowledge of database management systems and SQL.Communication and Collaboration:Excellent communication and interpersonal skills, with the ability to bridge the gap between IT and pharmacy stakeholders.Collaborative approach to working with cross-functional teams.Problem-Solving:Strong analytical and problem-solving skills, particularly in addressing challenges specific to pharmacy operations.Ability to innovate and optimize pharmacy processes through ERP solutions.Adaptability:Ability to adapt to evolving pharmaceutical regulations and technologies.Eagerness to learn and incorporate emerging trends in pharmacy ERP systems.Certifications:Relevant certifications in ERP systems, especially those focused on pharmaceuticals, are highly desirable.Project Management:Basic understanding of project management principles, with an emphasis on delivering projects within the pharmaceutical industry timelines.If you are passionate about revolutionizing ERP systems for the pharmaceutical landscape and possess the outlined qualifications, we encourage you to apply and contribute to the success of our pharmacy-focused business.",""
"1707038045-132","https://www.jobstreet.co.id/id/Data-Analyst-jobs","System Analyst","https://www.jobstreet.co.id/id/job/72755174?type=standout&ref=search-standalone#sol=6dffcf9a45174ea55e28d41e4461406a3bfd228d","","PT I D X Partners","Jakarta Selatan, Jakarta Raya","id/x partners provide consulting services that specializes in utilizing data mining solutions combined with an integrated risk management and marketing discipline to help clients optimize the portfolio profitability and business process. We want you to be part of our team, in which you will play a major role helping us to fundamentally aspect of our solutions. As a you needed for this position, you will have the opportunity to build effective and efficient process for our software solutions.

You will be responsible:Responsible in design aspect of IT software implementationLiaising with overseas principal for any technical aspectBridging communication between technical team and principal for any technical aspectBridging communication between technical team and business (non-technical) teamDeveloping design documentationDeveloping technical documentationRequirements:Graduate Bachelor Degree of Computer Engineering, Informatics, Information System, Electrical EngineeringHave 2-3 years of application/system/database design/software developer/ requirement gathering experienceHave experience in developing design document and/or technical documentationHave experience in minimum 2 full cycles of software implementation projectFamiliar with MS SQL Server, candidates with strong SQL query skill are preferredSelf-motivated, driven, fast learnerWilling to work outside JakartaHave high commitment and able to meet project’s target in team with tight deadlineStrong analytical skillsPossess good communication skill to bridge technical team and business (non-technical) teamPossess good command of EnglishWe offer:Attractive salary including THRWork in dynamic environmentHealth Insurance (after passing 3-month employment)Work in a startup with rapid innovation and experimentationOut-of-town, transportation and mobile phone allowanceQuarterly company gatheringAnnual company outing",""
"1707038048-133","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Quality Assurance Analyst - Automotive","https://www.jobstreet.co.id/id/job/72912492?type=standard&ref=search-standalone#sol=9cdfee46d6df7ee919319e77572ad2126aa753bf","Asuransi Astra","Asuransi Astra","Jakarta Selatan, Jakarta Raya","Quality Assurance (QA) Analyst bertujuan melakukan analisa hasil Quality Assurance atas proses acquisition & claim (pada motorvehicle di Bisnis Retail Asuransi Astra) sesuai dengan SOP yang berlaku.Job Deskripsi:Membuat analisa dan menyimpulkan jumlah temuan dari hasil Quality Assurance yang dilakukanMembuat skenario baru dari hasil Quality Assurance yang dilakukanMelakukan koordinasi dengan tim terkait seperti bengkel rekanan Asuransi Astra atau tim internal atas hasil temuan serta memberikan rekomendasi improvement atas proses yang dilakukan dalam proses klaim/penutupan untuk mitigasi (mengurangi) risiko fraud
Kualifikasi minimum:Minimal pendidikan Sarjana (S1): Teknik Mesin/Teknik apapun yang belajar tentang mesin kendaraan bermotorMin. GPA >3.50Memahami [menjadi nilai plus]: (a) Service & part pricing kendaraan bermotor; (b) Survey kendaraan bermotor; (c) Segala part dalam kendaraan bermotor.Memiliki passion atau ketertarikan dalam bidang otomotif Memiliki pengalaman yang mirip dengan jobdesc di atas sangat diutamakanMaksimal pengalaman bekerja 3 tahunFRESH GRADUATE ARE WELCOME
Asuransi Astra tidak pernah memungut biaya apa pun untuk seluruh proses rekrutmen. Apabila menemukan kejanggalan terkait kegiatan yang mengatasnamakan Asuransi Astra, cek kebenaran informasi tersebut melalui Garda Akses 1 500 112, atau Instagram AsuransiAstra.",""
"1707038050-134","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Bancassurance Consultant (Jakarta)","https://www.jobstreet.co.id/id/job/73172494?type=standard&ref=search-standalone#sol=6b074cd0bfa6e4bca7d7c76b9d4a8310cd54d668","","MSIG Life Insurance Indonesia Tbk","Jakarta Raya","Deskripsi Pekerjaan :Menjalin dan menjaga hubungan bisnis yang baik dengan nasabah bank rekanan dalam memberikan konsultasi perencanaan perlindungan serta tujuan finansial nasabahMenciptakan hubungan yang produktif, bersinergi, dan efektif dengan seluruh pihak bank rekanan terkaitMemastikan seluruh proses bisnis berjalan sesuai dengan prosedur standar perusahaanMemenuhi performa kerja yang sudah ditargetkan perusahaan
Kualifikasi:Usia minimal 23 tahunPendidikan minimal Diploma 3Memiliki pengalaman minimal 1-2 tahun sebagai sales marketing di industri asuransi atau perbankanMemiliki kepribadian yang baikMemiliki motivasi kerja yang tinggiMemiliki orientasi pada target dan berambisi untuk memenuhi targetPenempatan : Jakarta",""
"1707038053-135","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Financial Planning Specialist","https://www.jobstreet.co.id/id/job/73022910?type=standard&ref=search-standalone#sol=7702379ff8d3ae0aea2624fdb5cc88327009ea19","PT Wahana Ottomitra Multiartha (WOM Finance), Tbk","PT Wahana Ottomitra Multiartha (WOM Finance), Tbk","Jakarta Utara, Jakarta Raya","KJob Description:Prepare and manage the annual fund / budget allocation with related directorates / divisions.Monitor the use of national fund / budget allocation and conduct analysis related to financial planning (variance analysis, financial analysis, etc.) accurately to assist management in making decisions.collaborate with other teams in the company to ensure financial stability and growth.Job Qualifications:Bachelor's degree of Economic (Accounting) from reputable university with min. GPA 3.00 of 4.00.At least 2-3 year's experience as Auditor or Consultant or Analyst.Proficiency in reading and interpreting financial statements.Have some knowledge about multi finance Business Process.Experience in Financial Planning & Financial Reporting.Excellent communication, interpersonal, and organizational skills.Ability to work well under pressure and prioritize tasks effectively.Used to work with Microsoft Excel & Google Workspaces.Willing to be placed at Sunter - North Jakarta.",""
"1707038055-136","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Financial Advisor","https://www.jobstreet.co.id/id/job/73022433?type=standout&ref=search-standalone#sol=e6a12806c4b78d75f7135f2ce3deb9d60a060b6c","PT ASURANSI SIMAS JIWA","PT ASURANSI SIMAS JIWA","Jakarta Raya","Deskripsi Pekerjaan :  Memberikan penjelasan mengenai pelayanan dan memperkenalkan produk Simas JiwaMembangun dan memelihara hubungan yang produktif dan sinergi yang efektif dengan Bank PartnerMembangun dan mempertahankan hubungan bisnis dengan NasabahDapat menjalankan dan mencapai target yang sudah ditetapkan Kualifikasi : Pendidikan Minimal D3 Semua JurusanMemiliki pengalaman min.1 tahun sebagai Bancassurance Consultant /Financial Advisor /Insurance Specialist / Sales Funding / Relationship Officer atau Pengalaman Industri Asuransi Jiwa / Banking IndustryDapat bekerja secara Tim work dan antusiasMeiliki Motivasi yang tinggiMemiliki keterampilan berkomunikasiMemiliki Intergritas dan bekerja dalam targetPenguasaan Bahasa Mandarin, menjadi nilai tambah",""
"1707038057-137","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Dosen Prodi Data Science (UBM Kampus Serpong)","https://www.jobstreet.co.id/id/job/72807547?type=standard&ref=search-standalone#sol=c22c3aff5f29328397b36fe91730804a5e6e7da7","Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia )","Universitas Bunda Mulia (Yayasan Pendidikan Bunda Mulia )","Tangerang, Banten","Kualifikasi Umum :Usia maksimal 45 tahunMampu bekerja secara multi tasking dan bekerja dalam tim (team player)Menguasai Microsoft Office, internet, dan mampu berbahasa Inggris (min.pasif) Kualifikasi Khusus :Pendidikan minimal S2 (S1 & S2 linier jurusan Ilmu Komputer / Teknik  Informatika/ Sistem Informasi terkait AI / Data Science / Machine Learning). Lulusan S3 ataupun sedang menekuni pendidikan S3 lebih disukai. Memiliki pengalaman minimal 1 tahun sebagai dosen di Perguruan Tinggi.Memiliki pengalaman penelitian di bidang AI / Machine Learning.Memiliki kompetensi di bidang Data Science terkait Kecerdasan Buatan (AI), Pemrograman, Data Analisis, dan Data Visual.Penempatan : UBM Alam Sutera - Tangerang",""
"1707038060-138","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Consolidation & Reporting Supervisor","https://www.jobstreet.co.id/id/job/73143140?type=standard&ref=search-standalone#sol=9d24e55e036f3849f2b4daf7db8315acbe0ad70e","PT Duta Intiguna Yasa (MR DIY)","PT Duta Intiguna Yasa (MR DIY)","Jakarta Selatan, Jakarta Raya","Responsibilities:Prepare the monthly, quarterly and annual financial reporting deliverables to management and shareholdersPrepare analytics on monthly consolidated financial statements Review monthly standalone financials submitted by Finance Operations team to ensure their accuracy Qualifications:Min. Bachelor Degree from Accounting / Management / FinanceMin. 2 years experience in consolidation and reporting Having auditor background would be advantages Detailed oriented with excellent communication (written and verbal) and organization skills",""
"1707038062-139","https://www.jobstreet.co.id/id/Data-Analyst-jobs","System Analyst","https://www.jobstreet.co.id/id/job/72754466?type=standout&ref=search-standalone#sol=59141887d1b5572ae13081be045d4e99be367fdb","PT. Wide Technologies Indonesia","PT. Wide Technologies Indonesia","Jakarta Selatan, Jakarta Raya","Responsibilities for Systems AnalystDeploy, maintain, and troubleshoot core business applications, including application servers, associated hardware, endpoints, and databasesMeet and coordinate with internal and external stakeholders to establish project scope, system goals, and requirementsDevelop, analyze, prioritize, and organize requirement specifications, data mapping, diagrams, and flowcharts for developers and testers to followTranslate highly technical specifications into clear non-technical requirementsManage the set-up and configuration of systemsDefine and coordinate the execution of testing procedures, and develop test cases to serve the overall quality assurance processProvide documentation of all processes and training as neededDevelop and implement maintenance procedures, monitor systems health, gather system statistics, and troubleshoot reported errors and alarmsPerform design, implementation, and upgrades of information systems to meet the business and user needsImplement best practices for scalability, supportability, ease of maintenance, and system performanceQualifications for Systems AnalystBachelor's degree in computer science or information technology, or equivalent experience4-6 years experience working with information technologies and systems analysisStrong computer, hardware, software, and analytical skillsProven ability to assess business needs and translate them into relevant solutionsStrong understanding and knowledge of the principles and practices associated with database maintenance and administrationExperience installing, configuring, documenting, testing, training, and implementing new applications and systemsWorking knowledge of a wide variety of programming languagesExcellent analytical skills",""
"1707038065-140","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Oracle SCM Consultant","https://www.jobstreet.co.id/id/job/73238935?type=standout&ref=search-standalone#sol=12ddaf6f5575b8a5f24e19a954b97ef57bee6b97","","PT. Elit Solusi Niaga","Jakarta Raya","As an Oracle Cloud SCM Functional Consultant, you will play a crucial role in implementing Oracle cloud solutions, focusing on the Procurement Cloud, Sourcing Cloud, Supplier Portal, Supplier Qualification Management, and Inventory Cloud. You will work closely with our clients to understand their business requirements and provide expert guidance and solutions to enhance their supply chain processes.Key Responsibilities:Implement and configure Oracle Cloud SCM modules, focusing on Procurement, Sourcing, Supplier Portal, and Supplier Qualification Management.Work as a Functional Consultant in 3-4 Oracle cloud implementation projects, ensuring successful delivery and client satisfaction.Manage Inventory management setups and understand terminologies related to procurement and Inventory cloud.Deliver work from offshore locations, demonstrating strong communication skills and the ability to work independently.Independently manage modules in the project, ensuring attention to detail and high-quality outcomes.Provide hands-on configuration experience and create functional designs for Conversions, Integrations, and Reports.Participate in Release upgrades, including analysis, configuration support, and regression testing.
Qualifications and Experience:4-11 years of relevant experience in Oracle Cloud SCM modules.Proven experience and strong functional skills in Procurement, Sourcing, Supplier Portal, and Supplier Qualification Management (SQM).Exposure to Inventory management setup and related terminologies.Strong communication skills and the ability to deliver work efficiently from offshore locations.Hands-on configuration experience and expertise in creating functional designs.Experience in Release upgrades is desirable.Oracle Cloud Certifications are preferred.Exposure to AESAN projects is an added advantage.",""
"1707038067-141","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Credit Risk Modeler","https://www.jobstreet.co.id/id/job/72961011?type=standout&ref=search-standalone#sol=bdc3789b4207eb5b47f46c287dc326aca889f22a","PT Bank DBS Indonesia","PT Bank DBS Indonesia","Jakarta Selatan, Jakarta Raya","Job responsibilitiesModel Development: Develop and implement credit risk models using statistical and machine learning techniques. Evaluate the performance of existing models and propose enhancements to improve accuracy and predictive power.Data Analysis: Analyze large datasets to identify relevant variables and trends that impact credit risk. Collaborate with data engineers to ensure the availability and quality of data for modeling purposes.Model Validation: Conduct regular validation exercises to ensure the reliability and effectiveness of credit risk models. Perform backtesting and sensitivity analysis to assess model performance under various scenarios.Credit Scoring: Build and maintain credit scoring models to assess the creditworthiness of borrowers. Work with credit scoring agencies and utilize external data sources to enhance predictive capabilities.Portfolio Analysis: Analyze the overall credit risk of portfolios, considering diversification effects and correlation between different assets. Provide insights into portfolio risk and recommend strategies for risk mitigationJob qualifications:Strong proficiency in statistical modeling and programming languages such as R or Python.Experience in developing and validating credit risk models.Knowledge of financial markets, accounting principles, and credit risk management.Familiarity with regulatory frameworks and compliance requirements.Minimum of 5 years of experience in credit risk modeling or a related field.Proven track record of successfully developing and implementing credit risk models.Experience working in the financial services industry is preferred.",""
"1707038069-142","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Strategic Management & Business Process Staff","https://www.jobstreet.co.id/id/job/72867858?type=standard&ref=search-standalone#sol=086bbf74102fd892673e0cb1f29fb7586f18c5d1","PT Kapal Api Global","PT Kapal Api Global","Jakarta Pusat, Jakarta Raya","Are you an someone who interested in strategy management and performance area? Come join us. What you will do :Support the Strategic Formulation Development division and monitoring NPD & NPL strategic goals for the organization.Establish key performance indicators (KPIs) and create SOP at service level of marketing units.Support business process improvement We are looking for you who :Have a Bachelor's Degree majoring in Industrial Engineering / Management, GPA 3.00Experienced in the field of Strategic Management / Performance ManagementHave strong analytical thinkingWhat you will get :Accelerated growth & plenty of learning opportunitiesDemanding & Supportive environment",""
"1707038072-143","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Credit Marketing Officer (CMO) - Madiun","https://www.jobstreet.co.id/id/job/73188964?type=standard&ref=search-standalone#sol=776b2256e14cedaa1d10f92a1a8301e100be27db","PT Tirta Rindang Unggul Ekatama Finance (TRUE FINANCE)","PT Tirta Rindang Unggul Ekatama Finance (TRUE FINANCE)","Madiun, Jawa Timur","Kualifikasi:Pendidikan DIII / S1 lebih diutamakan (Fresh Gradaute di persilahkan melamar) dengan IPK 2.75 (Skala 4.00)Usia Max 38 thnMemiliki pengalaman 1 tahun yang sama dibidangnyaMenguasai area dan bahasa daerah setempatMemiliki dan bisa mengendarai R2 + SIM C (SIM A diutamakan)Memiliki smartphone android & gmailMemahami digital marketingPenampilan rapiTidak ada riwayat kriminalSiap bekerja dengan targetMemiliki kemampuan analisa yang baikRequired Skill(s): Credit Analyst, Field Documentation, Collecting Data, Observer, SurveyorJob Des:Mencari aplikasi/menjual pembiayaan kepada calon nasabahMempromosikan produk perusahaan kepada seluruh rekanan/calon nasabahMemelihara hubungan baik dengan rekanan & nasabah.",""
"1707038074-144","https://www.jobstreet.co.id/id/Data-Analyst-jobs","SAP FICO Specialist","https://www.jobstreet.co.id/id/job/73160038?type=standard&ref=search-standalone#sol=9a0deb0e76f96f03dd4efc3b977da88d6ac6107a","","PT Hyundai Autoever Indonesia","Jakarta Selatan, Jakarta Raya","PURPOSE OF POSITION POSISI INI HANYA UNTUK KANDIDAT YANG PUNYA KEMAMPUAN DAN PAHAM DENGAN SAP FICO (FINANCIAL ACCOUNTING & CONTROLLING) Responsible of ERP SAP financial module, configure required changes on system derived from changes to the process / Daily support and help for users of the ERP. Working closely with our customers to deliver, maintain and troubleshoot and enhance SAP functionality. JOB DESCRIPTIONAnalysis, design, and configuration including requirements gathering, process modeling, and complete implementation of tasks to ensure specified SAP needs are being met.Provide help support in any SAP ERP issues related with FICOBe accountable for the project implementation across the entire IT service management lifecycleEvaluating the demands by talking to the customers, study the business requirement to transform it into an algorithmic business modelCustomizing the respective business area to ensure that the Customer’s requirement is metDocument the settings and prepare proper guidelines that allow other consultants to do further changes or repairs with due effortsPrepare functional spec to assist the technical consultant to develop/make changes in ABAP programsPrepare test scripts to test the configured scenarios and applicationsAfter go live, ensures that the procedures remain usable and consistent in real live situation and proposes enhancementsProvide consulting services on both new implementations and existing support projectsReview user feedback, performance reports, etc, and identify opportunities for improvements in business processSupport business users in the development, implementation, and support of SAP FICO module.This role uses consulting skills, business knowledge, and SAP solution expertise to effectively integrate SAP technology into the business user’s business environment in order to achieve client expected business results.Involving SAP Project ImplementationResponsible for SAP customization, configuration, and enhancementConduct workshops for requirement gathering related to FICO, update business blueprint, Deliver test scripts for unit, Integration testing and UAT.Preparation of functional specifications for the developers in view of business requirements and coordinating with development team for unit testing.Handling functional testing, integration testing and User Acceptance Tests (UAT).Create documentations as defined in the deliverable lists; configuration documents, training documents, etc. Conducting end-user training sessions.Support cutover activities, go-live, post go-live support for the resolution of issues as per SLA.Provide SAP solution options and best practice recommendationsDemonstrate techno functional skills and knowledgeable as an ERP SAP FICO team member.Participate in evaluation of new ERP related functionality or software.Develop and foster collaborative working relationships with the business, project managers and other team members.Fluent with SAP FICO and its sub-modules.Highly motivated, willingness to learn, willingness to do more.Adaptive, fast learner, open minded.Commitment, competence, consistent, collaborative, discipline, deliver.Support user during month end and year end cycle process which include but not limited to analysis and reconciliation of financial data. EDUCATIONBachelor degree in related majorAdvance English level WORK EXPERIENCE3-5 years of experience in FICO module1 cycle rollout implementation1 cycle new implementation SKILL AND KNOWLEDGECustomer orientationWide experience in service proceduresWhole knowledge of ERPFinance business processExposed with PSAK & IFRSPublic speakingCommunicationFICO integration with related modulesFICO sub modulesTime managementIntegrity & honest & discipline CERTIFICATIONSSAP FI/CO Certification (will be a plus) Working LocationJakarta or Cikarang",""
"1707038077-145","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Desk Collection and Collection Data Support","https://www.jobstreet.co.id/id/job/73046435?type=standard&ref=search-standalone#sol=51699c1a7d118bdfed699fdbc9aa463ff3aa6d52","PT Akseleran Keuangan Inklusif Indonesia","PT Akseleran Keuangan Inklusif Indonesia","Jakarta Pusat, Jakarta Raya","Tanggung Jawab:Menghubungi Borrower untuk mengingatkan jatuh tempo pembayaran pinjaman, informasi jumlah pembayaran, dan informasi cara pembayaran.Menghubungi Borrower untuk penagihan pinjaman yang sudah jatuh tempo untuk melakukan pembayaran.Melaksanakan SOP dan prosedur penagihan sesuai ketentuan regulator.Melakukan report harian atas tugas yang diberikanMelaksanakan pengelolaan informasi yang berkaitan dengan database penagihan pinjaman dan memfasilitasi analisis berbasis data kepada tim CollectionMapping field collection
Kualifikasi:Pendidikan minimal S1 segala jurusanMemiliki pengalaman minimal 2 tahun sebagai Desk CollectionAda pengalaman sebagai Collection Data Support",""
"1707038079-146","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Financial Planning & Analyst Supervisor","https://www.jobstreet.co.id/id/job/72856297?type=standout&ref=search-standalone#sol=813071a7b6535ade318df43fd96f016c91d1fbc1","PT Kino Indonesia Tbk","PT Kino Indonesia Tbk","Tangerang, Banten","About usPT Kino Indonesia Tbk (www.kino.co.id) is the leading consumer goods company in Indonesia. The company has a developing international footprint with the opening of overseas branch offices. Established in 1991, we produce and market quality products from personal care to pharmaceuticals such as brands Ellips, Ovale, Sleek Baby, Cap Kaki Tiga, B&B Kids. Despite its success, the company remains driven to maintain excellence and innovation. Qualifications & experienceBachelor degree majoring in Accounting / Finance or any related areaHave minimum 1 year experience in related fieldHave experience in budgeting, financial projection and operating forecastGood communication, problem solving, and leadership skillsProficient with Microsoft Office, especially ExcelWilling to be placed in Head Office Alam Sutera, Tangerang.Tasks & responsibilitiesDevelop and continuously improve budgeting, fin projection and operating forecastAnalyzing variance and trends of KPI, related to financial metrics, i.e revenue, costs and marginsRegular and Ad-hoc reportingDevelop financial models to support strategic decisionsSupport management and department leaders with data driven analysis",""
"1707038082-147","https://www.jobstreet.co.id/id/Data-Analyst-jobs","Financial Planning & Analyst","https://www.jobstreet.co.id/id/job/72837005?type=standard&ref=search-standalone#sol=f14e27ae6b09ed97ae7a1a05a0d56f79dff2b966","Indesso","Indesso","Jawa Barat","Responsibilities:Derive and deliver meaningful insights to BOD through review of monthly financial reporting, business modelling and analysis to improve decision making.Lead/participate in corporate development initiatives to support and facilitate business growth, including future cooperation plans with various parties.Responsible for budget planning and forecasting preparation and analysis, including peer benchmarking analysis to provide meaningful data points to identify improvement opportunities as well as drive better decision making.Strengthen business partnering role in Indesso Group.Analyze business’ assumptions and provide insights and recommendations to the Business Units to drive growth and profitability.Prepare and review financial and strategic plans, from monthly, quarterly, to annually.ROI calculation, pricing strategy, SKU analysis, etc.Support in ad hoc projects and other initiatives as assigned. Requirements:Bachelor Degree in Accounting or FinanceMin. 10 years of working experience, with minimum 3 years as business partner/business analyst in reputable company. Preferably has minimum 2 years in a Big 4 audit firm.Strong understanding of financial statements, and accounting standards.Understanding of the manufacturing industry, standard costing and variance analysis.Experience in budgeting, forecasting, and financial modelling.Proficient in Microsoft Excel and working with complex data. Familiar with Ms. Word and Ms. PowerPoint.Has experience with major ERP systems (SAP, Oracle, etc).Good communication both in English and Bahasa.Good interpersonal skill, strong analytical and problem-solving skills, self-driven and proactive.Placement in Cileungsi Plant, Cibubur area, West Java.",""
